Stock,O
Split,O
”,O
),O
.,O
,O
There,O
will,O
not,O
be,O
an,O
increase,O
or,O
decrease,O
in,O
authorized,O
shares,O
nor,O
will,O
it,O
affect,O
the,O
par,O
value,O
per,O
share,O
of,O
the,O
Company,O
common,O
stock,O
.,O
,O
On,O
March,O
5,O
",",O
2010,O
the,O
Board,O
of,O
Directors,O
of,O
the,O
Company,O
approved,O
the,O
Reverse,O
Stock,O
Split,O
",",O
subject,O
to,O
Stockholder,O
approval,O
.,O
,O
The,O
Majority,O
Stockholders,O
approved,O
the,O
Reverse,O
Stock,O
Split,O
by,O
written,O
consent,O
in,O
lieu,O
of,O
a,O
meeting,O
on,O
March,O
5,O
",",O
2010,O
in,O
accordance,O
with,O
the,O
Delaware,I-LEGISLATION/ACT
Corporation,I-LEGISLATION/ACT
Act,I-LEGISLATION/ACT
(,O
“,O
DCGL,I-LEGISLATION/ACT
”,O
),O
.,O
,O
Accordingly,O
",",O
your,O
consent,O
is,O
not,O
required,O
and,O
is,O
not,O
being,O
solicited,O
in,O
connection,O
with,O
the,O
approval,O
of,O
these,O
actions,O
.,O
,O
On,O
March,O
5,O
",",O
2010,O
",",O
the,O
Board,O
of,O
Directors,O
and,O
persons,O
owning,O
a,O
majority,O
of,O
the,O
outstanding,O
voting,O
securities,O
of,O
Comcam,I-BUSINESS
",",I-BUSINESS
Inc.,I-BUSINESS
approved,O
and,O
adopted,O
resolutions,O
authorizing,O
the,O
Company,O
to,O
change,O
its,O
name,O
to,O
Monkey,I-BUSINESS
Rock,I-BUSINESS
Group,I-BUSINESS
",",I-BUSINESS
Inc.,I-BUSINESS
",",O
no,O
other,O
votes,O
are,O
required,O
or,O
necessary,O
(,O
the,O
“,O
Name,O
Change,O
”,O
),O
.,O
,O
The,O
Name,O
Change,O
will,O
become,O
effective,O
20,O
days,O
following,O
the,O
mailing,O
sent,O
to,O
stockholders,O
of,O
this,O
notice,O
provided,O
by,O
this,O
Definitive,O
Information,O
Statement,O
",",O
or,O
as,O
soon,O
thereafter,O
as,O
is,O
practicable,O
.,O
,O
We,O
will,O
first,O
mail,O
this,O
Information,O
Statement,O
to,O
stockholders,O
on,O
or,O
about,O
March,O
15,O
",",O
2010,O
.,O
,O
The,O
Board,O
of,O
Directors,O
of,O
the,O
Company,O
(,O
the,O
``,O
Board,O
'',O
),O
believes,O
that,O
the,O
stockholders,O
of,O
the,O
Company,O
will,O
benefit,O
from,O
the,O
Reverse,O
Stock,O
Split,O
because,O
it,O
will,O
attract,O
potential,O
investment,O
from,O
outside,O
investors,O
which,O
will,O
create,O
a,O
more,O
liquid,O
public,O
market,O
for,O
its,O
common,O
stock,O
.,O
,O
In,O
order,O
to,O
facilitate,O
such,O
transaction,O
",",O
the,O
Board,O
has,O
determined,O
that,O
the,O
capitalization,O
structure,O
of,O
the,O
Company,O
should,O
be,O
simplified,O
.,O
,O
No,O
assurances,O
can,O
be,O
given,O
that,O
such,O
investors,O
will,O
be,O
found,O
.,O
,O
Accordingly,O
",",O
it,O
was,O
the,O
Board,O
's,O
opinion,O
that,O
the,O
restructuring,O
transactions,O
described,O
above,O
would,O
better,O
position,O
the,O
Company,O
to,O
attract,O
potential,O
business,O
candidates,O
and,O
provide,O
the,O
stockholders,O
of,O
the,O
Company,O
with,O
the,O
greatest,O
potential,O
return,O
.,O
,O
The,O
Board,O
approved,O
the,O
above,O
actions,O
on,O
March,O
5,O
",",O
2010,O
and,O
stockholders,O
holding,O
a,O
voting,O
majority,O
of,O
the,O
outstanding,O
voting,O
capital,O
stock,O
of,O
the,O
Company,O
approved,O
the,O
above,O
actions,O
on,O
March,O
5,O
",",O
2010,O
.,O
,O
This,O
Information,O
Statement,O
contains,O
a,O
brief,O
summary,O
of,O
the,O
material,O
aspects,O
of,O
the,O
actions,O
approved,O
by,O
the,O
Board,O
and,O
the,O
holders,O
of,O
the,O
majority,O
of,O
the,O
outstanding,O
voting,O
capital,O
stock,O
of,O
the,O
Company,O
.,O
,O
The,O
Board,O
approved,O
a,O
resolution,O
to,O
effect,O
a,O
1-for-85,O
reverse,O
stock,O
split,O
.,O
,O
Under,O
this,O
reverse,O
stock,O
split,O
each,O
85,O
shares,O
of,O
our,O
Common,O
Stock,O
will,O
be,O
converted,O
automatically,O
into,O
1,O
share,O
of,O
Common,O
Stock,O
.,O
,O
To,O
avoid,O
the,O
issuance,O
of,O
fractional,O
shares,O
of,O
Company,O
Common,O
Stock,O
",",O
the,O
Company,O
will,O
issue,O
an,O
additional,O
share,O
to,O
all,O
holders,O
of,O
fractional,O
shares,O
.,O
,O
The,O
Company,O
anticipates,O
that,O
the,O
effective,O
date,O
of,O
the,O
reverse,O
stock,O
split,O
will,O
be,O
April,O
5,O
",",O
2010,O
.,O
,O
PLEASE,O
NOTE,O
THAT,O
THE,O
REVERSE,O
STOCK,O
SPLIT,O
WILL,O
NOT,O
CHANGE,O
YOUR,O
PROPORTIONATE,O
EQUITY,O
INTERESTS,O
IN,O
THE,O
COMPANY,O
",",O
EXCEPT,O
AS,O
MAY,O
RESULT,O
FROM,O
THE,O
ISSUANCE,O
OR,O
CANCELLATION,O
OF,O
SHARES,O
PURSUANT,O
TO,O
THE,O
FRACTIONAL,O
SHARES,O
.,O
,O
PLEASE,O
NOTE,O
THAT,O
THE,O
REVERSE,O
SPLIT,O
WILL,O
HAVE,O
THE,O
EFFECT,O
OF,O
SUBSTANTIALLY,O
INCREASING,O
THE,O
NUMBER,O
OF,O
SHARES,O
THE,O
COMPANY,O
WILL,O
BE,O
ABLE,O
TO,O
ISSUE,O
TO,O
NEW,O
OR,O
EXISTING,O
SHAREHOLDERS,O
BECAUSE,O
THE,O
NUMBER,O
OF,O
AUTHORIZED,O
SHARES,O
AND,O
THE,O
PAR,O
VALUE,O
PER,O
SHARE,O
OF,O
COMMON,O
STOCK,O
WILL,O
REMAIN,O
THE,O
SAME,O
WHILE,O
THE,O
NUMBER,O
OF,O
SHARES,O
ISSUED,O
AND,O
OUTSTANDING,O
WILL,O
BE,O
REDUCED,O
TEN-FOLD,O
.,O
,O
The,O
Board,O
of,O
Directors,O
believe,O
that,O
",",O
among,O
other,O
reasons,O
",",O
the,O
number,O
of,O
outstanding,O
shares,O
of,O
our,O
Common,O
Stock,O
have,O
contributed,O
to,O
a,O
lack,O
of,O
investor,O
interest,O
in,O
the,O
Company,O
and,O
has,O
made,O
it,O
difficult,O
to,O
attract,O
new,O
investors,O
and,O
potential,O
business,O
candidates,O
.,O
,O
The,O
Board,O
of,O
Directors,O
has,O
proposed,O
the,O
Reverse,O
Stock,O
Split,O
as,O
one,O
method,O
to,O
attract,O
business,O
opportunities,O
in,O
the,O
Company,O
.,O
,O
When,O
a,O
company,O
engages,O
in,O
a,O
reverse,O
stock,O
split,O
",",O
it,O
substitutes,O
one,O
share,O
of,O
stock,O
for,O
a,O
predetermined,O
amount,O
of,O
shares,O
of,O
stock,O
.,O
,O
It,O
does,O
not,O
increase,O
the,O
market,O
capitalization,O
of,O
the,O
company,O
.,O
,O
An,O
example,O
of,O
a,O
reverse,O
split,O
is,O
the,O
following,O
.,O
,O
A,O
company,O
has,O
"10,000,000",O
shares,O
of,O
common,O
stock,O
outstanding,O
.,O
,O
Assume,O
the,O
market,O
price,O
is,O
$,O
.01,O
per,O
share,O
.,O
,O
Assume,O
that,O
the,O
company,O
declares,O
a,O
1,O
for,O
5,O
reverse,O
stock,O
split,O
.,O
,O
After,O
the,O
reverse,O
split,O
",",O
that,O
company,O
will,O
have,O
1/5,O
as,O
many,O
shares,O
outstanding,O
or,O
"2,000,000",O
shares,O
outstanding,O
.,O
,O
The,O
stock,O
will,O
have,O
a,O
market,O
price,O
of,O
$,O
0.05,O
.,O
,O
If,O
an,O
individual,O
investor,O
owned,O
"10,000",O
shares,O
of,O
that,O
company,O
before,O
the,O
split,O
at,O
$,O
.01,O
per,O
share,O
",",O
he,O
will,O
own,O
"2,000",O
shares,O
at,O
$,O
.05,O
after,O
the,O
split,O
.,O
,O
In,O
either,O
case,O
",",O
his,O
stock,O
will,O
be,O
worth,O
$,O
100,O
.,O
,O
He,O
is,O
no,O
better,O
off,O
before,O
or,O
after,O
.,O
,O
Except,O
that,O
such,O
company,O
hopes,O
that,O
the,O
higher,O
stock,O
price,O
will,O
make,O
that,O
company,O
look,O
better,O
and,O
thus,O
the,O
company,O
will,O
be,O
a,O
more,O
attractive,O
merger,O
target,O
for,O
potential,O
business,O
.,O
,O
There,O
is,O
no,O
assurance,O
that,O
that,O
company,O
's,O
stock,O
will,O
rise,O
in,O
price,O
after,O
a,O
reverse,O
split,O
or,O
that,O
a,O
suitable,O
merger,O
candidate,O
will,O
emerge,O
.,O
,O
We,O
believe,O
that,O
the,O
reverse,O
stock,O
split,O
may,O
improve,O
the,O
price,O
level,O
of,O
our,O
Common,O
Stock,O
and,O
that,O
the,O
higher,O
share,O
price,O
could,O
help,O
generate,O
interest,O
in,O
the,O
Company,O
among,O
investors,O
and,O
other,O
business,O
opportunities,O
.,O
,O
However,O
",",O
the,O
effect,O
of,O
the,O
reverse,O
split,O
upon,O
the,O
market,O
price,O
for,O
our,O
Common,O
Stock,O
can,O
not,O
be,O
predicted,O
",",O
and,O
the,O
history,O
of,O
similar,O
stock,O
split,O
combinations,O
for,O
companies,O
in,O
like,O
circumstances,O
is,O
varied,O
.,O
,O
There,O
can,O
be,O
no,O
assurance,O
that,O
the,O
market,O
price,O
per,O
share,O
of,O
our,O
Common,O
Stock,O
after,O
the,O
reverse,O
split,O
will,O
rise,O
in,O
proportion,O
to,O
the,O
reduction,O
in,O
the,O
number,O
of,O
shares,O
of,O
Common,O
Stock,O
outstanding,O
resulting,O
from,O
the,O
reverse,O
split,O
.,O
,O
The,O
market,O
price,O
of,O
our,O
Common,O
Stock,O
may,O
also,O
be,O
based,O
on,O
our,O
performance,O
and,O
other,O
factors,O
",",O
some,O
of,O
which,O
may,O
be,O
unrelated,O
to,O
the,O
number,O
of,O
shares,O
outstanding,O
.,O
,O
The,O
reverse,O
split,O
will,O
affect,O
all,O
of,O
our,O
stockholders,O
uniformly,O
and,O
will,O
not,O
affect,O
any,O
stockholder,O
's,O
percentage,O
ownership,O
interests,O
in,O
the,O
Company,O
or,O
proportionate,O
voting,O
power,O
",",O
except,O
to,O
the,O
extent,O
that,O
the,O
reverse,O
split,O
results,O
in,O
any,O
of,O
our,O
stockholders,O
owning,O
a,O
fractional,O
share,O
.,O
,O
All,O
stockholders,O
holding,O
a,O
fractional,O
share,O
shall,O
be,O
issued,O
an,O
additional,O
share,O
.,O
,O
The,O
principal,O
effect,O
of,O
the,O
reverse,O
split,O
will,O
be,O
that,O
the,O
number,O
of,O
shares,O
of,O
Common,O
Stock,O
issued,O
and,O
outstanding,O
will,O
be,O
reduced,O
from,O
"744,640,134",O
shares,O
as,O
of,O
March,O
5,O
",",O
2010,O
to,O
approximately,O
"8,760,472",O
shares,O
(,O
depending,O
on,O
the,O
number,O
of,O
fractional,O
shares,O
that,O
are,O
issued,O
or,O
cancelled,O
),O
.,O
,O
The,O
number,O
of,O
authorized,O
shares,O
and,O
the,O
par,O
value,O
of,O
Common,O
Stock,O
will,O
not,O
be,O
affected,O
.,O
,O
The,O
following,O
chart,O
depicts,O
the,O
capitalization,O
structure,O
of,O
the,O
Company,O
",",O
both,O
",",O
pre-,O
and,O
post-split,O
(,O
the,O
post-split,O
issued,O
shares,O
may,O
differ,O
slightly,O
based,O
on,O
the,O
number,O
of,O
fractional,O
shares,O
),O
:,O
,O
The,O
reverse,O
split,O
will,O
not,O
affect,O
the,O
par,O
value,O
of,O
our,O
Common,O
Stock,O
.,O
,O
As,O
a,O
result,O
",",O
on,O
the,O
effective,O
date,O
of,O
the,O
reverse,O
split,O
",",O
the,O
stated,O
capital,O
on,O
our,O
balance,O
sheet,O
attributable,O
to,O
our,O
Common,O
Stock,O
will,O
be,O
reduced,O
to,O
less,O
than,O
the,O
present,O
amount,O
",",O
and,O
the,O
additional,O
paid-in,O
capital,O
account,O
shall,O
be,O
credited,O
with,O
the,O
amount,O
by,O
which,O
the,O
stated,O
capital,O
is,O
reduced,O
.,O
,O
The,O
per,O
share,O
net,O
income,O
or,O
loss,O
and,O
net,O
book,O
value,O
of,O
our,O
Common,O
Stock,O
will,O
be,O
increased,O
because,O
there,O
will,O
be,O
fewer,O
shares,O
of,O
our,O
Common,O
Stock,O
outstanding,O
.,O
,O
The,O
reverse,O
split,O
will,O
not,O
change,O
the,O
proportionate,O
equity,O
interests,O
of,O
our,O
stockholders,O
",",O
nor,O
will,O
the,O
respective,O
voting,O
rights,O
and,O
other,O
rights,O
of,O
stockholders,O
be,O
altered,O
",",O
except,O
for,O
possible,O
immaterial,O
changes,O
.,O
,O
The,O
Common,O
Stock,O
issued,O
pursuant,O
to,O
the,O
reverse,O
split,O
will,O
remain,O
fully,O
paid,O
and,O
non-assessable,O
.,O
,O
The,O
reverse,O
split,O
is,O
not,O
intended,O
as,O
",",O
and,O
will,O
not,O
have,O
the,O
effect,O
of,O
",",O
a,O
``,O
going,O
private,O
transaction,O
'',O
covered,O
by,O
Rule,O
13e-3,O
under,O
the,O
Securities,I-LEGISLATION/ACT
Exchange,I-LEGISLATION/ACT
Act,I-LEGISLATION/ACT
of,I-LEGISLATION/ACT
1934,I-LEGISLATION/ACT
.,O
,O
We,O
will,O
continue,O
to,O
be,O
subject,O
to,O
the,O
periodic,O
reporting,O
requirements,O
of,O
the,O
Securities,I-LEGISLATION/ACT
Exchange,I-LEGISLATION/ACT
Act,I-LEGISLATION/ACT
of,I-LEGISLATION/ACT
1934,I-LEGISLATION/ACT
.,O
,O
Stockholders,O
should,O
recognize,O
that,O
they,O
will,O
own,O
a,O
fewer,O
number,O
of,O
shares,O
than,O
they,O
presently,O
own,O
(,O
a,O
number,O
equal,O
to,O
the,O
number,O
of,O
shares,O
owned,O
immediately,O
prior,O
to,O
the,O
filing,O
of,O
the,O
certificate,O
of,O
amendment,O
divided,O
by,O
ten,O
),O
.,O
,O
While,O
we,O
expect,O
that,O
the,O
reverse,O
split,O
will,O
result,O
in,O
an,O
increase,O
in,O
the,O
potential,O
market,O
price,O
of,O
our,O
Common,O
Stock,O
",",O
there,O
can,O
be,O
no,O
assurance,O
that,O
the,O
reverse,O
split,O
will,O
increase,O
the,O
potential,O
market,O
price,O
of,O
our,O
Common,O
Stock,O
by,O
a,O
multiple,O
equal,O
to,O
the,O
exchange,O
number,O
or,O
result,O
in,O
the,O
permanent,O
increase,O
in,O
any,O
potential,O
market,O
price,O
(,O
which,O
is,O
dependent,O
upon,O
many,O
factors,O
",",O
including,O
our,O
performance,O
and,O
prospects,O
),O
.,O
,O
Also,O
",",O
should,O
the,O
market,O
price,O
of,O
our,O
Common,O
Stock,O
decline,O
",",O
the,O
percentage,O
decline,O
as,O
an,O
absolute,O
number,O
and,O
as,O
a,O
percentage,O
of,O
our,O
overall,O
market,O
capitalization,O
may,O
be,O
greater,O
than,O
would,O
pertain,O
in,O
the,O
absence,O
of,O
a,O
reverse,O
split,O
.,O
,O
Furthermore,O
",",O
the,O
possibility,O
exists,O
that,O
potential,O
liquidity,O
in,O
the,O
market,O
price,O
of,O
our,O
Common,O
Stock,O
could,O
be,O
adversely,O
affected,O
by,O
the,O
reduced,O
number,O
of,O
shares,O
that,O
would,O
be,O
outstanding,O
after,O
the,O
reverse,O
split,O
.,O
,O
In,O
addition,O
",",O
the,O
reverse,O
split,O
will,O
increase,O
the,O
number,O
of,O
stockholders,O
of,O
the,O
Company,O
who,O
own,O
odd,O
lots,O
(,O
less,O
than,O
100,O
shares,O
),O
.,O
,O
Stockholders,O
who,O
hold,O
odd,O
lots,O
typically,O
will,O
experience,O
an,O
increase,O
in,O
the,O
cost,O
of,O
selling,O
their,O
shares,O
",",O
as,O
well,O
as,O
possible,O
greater,O
difficulty,O
in,O
effecting,O
such,O
sales,O
.,O
,O
Consequently,O
",",O
there,O
can,O
be,O
no,O
assurance,O
that,O
the,O
reverse,O
split,O
will,O
achieve,O
the,O
desired,O
results,O
that,O
have,O
been,O
outlined,O
above,O
.,O
,O
THE,O
OVERALL,O
EFFECT,O
OF,O
THE,O
REVERSE,O
STOCK,O
SPLIT,O
MAY,O
BE,O
TO,O
RENDER,O
MORE,O
DIFFICULT,O
THE,O
ACCOMPLISHMENT,O
OF,O
MERGERS,O
OR,O
THE,O
ASSUMPTION,O
OF,O
CONTROL,O
BY,O
A,O
PRINCIPAL,O
STOCKHOLDER,O
",",O
AND,O
THUS,O
MAKE,O
DIFFICULT,O
THE,O
REMOVAL,O
OF,O
MANAGEMENT,O
.,O
,O
The,O
effective,O
increase,O
in,O
our,O
authorized,O
shares,O
could,O
potentially,O
be,O
used,O
by,O
management,O
to,O
thwart,O
a,O
take-over,O
attempt,O
.,O
,O
The,O
over-all,O
effects,O
of,O
this,O
proposal,O
might,O
be,O
to,O
render,O
it,O
more,O
difficult,O
or,O
discourage,O
a,O
merger,O
",",O
tender,O
offer,O
or,O
proxy,O
contest,O
",",O
or,O
the,O
assumption,O
of,O
control,O
by,O
a,O
holder,O
of,O
a,O
large,O
block,O
of,O
the,O
Company,O
’,O
s,O
securities,O
and,O
the,O
removal,O
of,O
incumbent,O
management,O
.,O
,O
The,O
proposal,O
could,O
make,O
the,O
accomplishment,O
of,O
a,O
merger,O
or,O
similar,O
transaction,O
more,O
difficult,O
",",O
even,O
if,O
",",O
it,O
is,O
beneficial,O
to,O
shareholders,O
.,O
,O
Management,O
might,O
use,O
the,O
additional,O
shares,O
to,O
resist,O
or,O
frustrate,O
a,O
third-party,O
transaction,O
",",O
favored,O
by,O
a,O
majority,O
of,O
the,O
independent,O
stockholders,O
",",O
that,O
would,O
provide,O
an,O
above,O
market,O
premium,O
",",O
by,O
issuing,O
additional,O
shares,O
to,O
frustrate,O
the,O
take-over,O
effort,O
.,O
,O
As,O
discussed,O
below,O
",",O
the,O
reason,O
the,O
Reverse,O
Stock,O
Split,O
is,O
being,O
proposed,O
is,O
to,O
increase,O
the,O
amount,O
of,O
shares,O
the,O
Company,O
is,O
able,O
to,O
issue,O
in,O
order,O
to,O
attract,O
potential,O
investors,O
and,O
conduct,O
a,O
financing,O
.,O
,O
This,O
proposal,O
is,O
not,O
the,O
result,O
of,O
management,O
’,O
s,O
knowledge,O
of,O
an,O
effort,O
to,O
accumulate,O
the,O
issuer,O
’,O
s,O
securities,O
or,O
to,O
obtain,O
control,O
of,O
the,O
issuer,O
by,O
means,O
of,O
a,O
merger,O
",",O
tender,O
offer,O
",",O
solicitation,O
or,O
otherwise,O
.,O
,O
Neither,O
the,O
Company,O
’,O
s,O
charter,O
nor,O
its,O
by-laws,O
presently,O
contain,O
any,O
provisions,O
having,O
anti-takeover,O
effects,O
and,O
this,O
proposal,O
is,O
not,O
a,O
plan,O
by,O
management,O
to,O
adopt,O
a,O
series,O
of,O
amendments,O
to,O
the,O
Company,O
’,O
s,O
charter,O
or,O
by-laws,O
to,O
institute,O
an,O
anti-takeover,O
provision,O
.,O
,O
The,O
Company,O
does,O
not,O
have,O
any,O
plans,O
or,O
proposals,O
to,O
adopt,O
other,O
provisions,O
or,O
enter,O
into,O
other,O
arrangements,O
that,O
may,O
have,O
material,O
anti-takeover,O
consequences,O
.,O
,O
The,O
advantage,O
of,O
the,O
Reverse,O
Stock,O
Split,O
will,O
be,O
to,O
permit,O
the,O
Company,O
to,O
pursue,O
financing,O
from,O
investors,O
and,O
issue,O
shares,O
of,O
common,O
stock,O
in,O
exchange,O
for,O
the,O
financing,O
.,O
,O
This,O
is,O
the,O
main,O
purpose,O
for,O
the,O
Reverse,O
Stock,O
Split,O
and,O
if,O
the,O
Reverse,O
Stock,O
Split,O
is,O
not,O
completed,O
",",O
the,O
Company,O
would,O
not,O
be,O
able,O
to,O
issue,O
additional,O
shares,O
sufficient,O
to,O
complete,O
a,O
financing,O
.,O
,O
The,O
main,O
disadvantage,O
to,O
the,O
Reverse,O
Stock,O
Split,O
is,O
that,O
it,O
may,O
have,O
an,O
anti-takeover,O
effect,O
and,O
discourage,O
any,O
potential,O
mergers,O
or,O
tender,O
offers,O
.,O
,O
As,O
discussed,O
above,O
",",O
the,O
Reverse,O
Stock,O
Split,O
was,O
the,O
subject,O
of,O
a,O
unanimous,O
vote,O
by,O
the,O
Board,O
of,O
Directors,O
approving,O
the,O
Reverse,O
Stock,O
Split,O
.,O
,O
There,O
are,O
no,O
rules,O
or,O
practices,O
on,O
any,O
stock,O
exchange,O
that,O
permit,O
such,O
exchange,O
to,O
reserve,O
the,O
right,O
to,O
refuse,O
to,O
list,O
or,O
to,O
de-list,O
any,O
stock,O
which,O
completes,O
a,O
reverse,O
stock,O
split,O
.,O
,O
The,O
main,O
purpose,O
of,O
completing,O
this,O
Reverse,O
Stock,O
Split,O
is,O
to,O
increase,O
the,O
amount,O
of,O
shares,O
available,O
in,O
order,O
to,O
have,O
the,O
ability,O
to,O
issue,O
shares,O
and,O
attract,O
investors,O
for,O
a,O
future,O
financing,O
.,O
,O
The,O
Company,O
currently,O
has,O
no,O
financing,O
agreements,O
pending,O
.,O
,O
The,O
Company,O
anticipates,O
that,O
the,O
reverse,O
split,O
will,O
become,O
effective,O
on,O
April,O
5,O
",",O
2010,O
",",O
or,O
as,O
soon,O
thereafter,O
as,O
is,O
practicable,O
",",O
which,O
we,O
will,O
refer,O
to,O
as,O
the,O
“,O
effective,O
date.,O
”,O
Beginning,O
on,O
the,O
effective,O
date,O
",",O
each,O
certificate,O
representing,O
pre-reverse,O
split,O
shares,O
will,O
be,O
deemed,O
for,O
all,O
corporate,O
purposes,O
to,O
evidence,O
ownership,O
of,O
post-reverse,O
split,O
shares,O
.,O
,O
Our,O
transfer,O
agent,O
",",O
Continental,I-BUSINESS
Stock,I-BUSINESS
Transfer,I-BUSINESS
&,I-BUSINESS
Trust,I-BUSINESS
Co.,I-BUSINESS
",",O
will,O
act,O
as,O
exchange,O
agent,O
for,O
purposes,O
of,O
implementing,O
the,O
exchange,O
of,O
stock,O
certificates,O
.,O
,O
We,O
refer,O
to,O
such,O
person,O
as,O
the,O
“,O
exchange,O
agent.,O
”,O
Holders,O
of,O
pre-reverse,O
split,O
shares,O
are,O
asked,O
to,O
surrender,O
to,O
the,O
exchange,O
agent,O
certificates,O
representing,O
pre-reverse,O
split,O
shares,O
in,O
exchange,O
for,O
certificates,O
representing,O
post-reverse,O
split,O
shares,O
in,O
accordance,O
with,O
the,O
procedures,O
set,O
forth,O
in,O
the,O
letter,O
of,O
transmittal,O
enclosed,O
with,O
this,O
Information,O
Statement,O
.,O
,O
No,O
new,O
certificates,O
will,O
be,O
issued,O
to,O
a,O
stockholder,O
until,O
that,O
stockholder,O
has,O
surrendered,O
the,O
stockholder,O
's,O
outstanding,O
certificate,O
(,O
s,O
),O
together,O
with,O
the,O
properly,O
completed,O
and,O
executed,O
letter,O
of,O
transmittal,O
.,O
,O
Our,O
stockholders,O
are,O
not,O
entitled,O
to,O
appraisal,O
rights,O
under,O
the,O
Delaware,I-LEGISLATION/ACT
General,I-LEGISLATION/ACT
Corporations,I-LEGISLATION/ACT
Law,I-LEGISLATION/ACT
in,O
connection,O
with,O
the,O
reverse,O
stock,O
split,O
.,O
,O
STOCKHOLDERS,O
SHOULD,O
NOT,O
DESTROY,O
ANY,O
STOCK,O
CERTIFICATE,O
AND,O
SHOULD,O
NOT,O
SUBMIT,O
ANY,O
CERTIFICATES,O
WITHOUT,O
THE,O
LETTER,O
OF,O
TRANSMITTAL,O
.,O
,O
We,O
will,O
not,O
issue,O
fractional,O
certificates,O
for,O
post-reverse,O
split,O
shares,O
in,O
connection,O
with,O
the,O
reverse,O
split,O
.,O
,O
Instead,O
",",O
an,O
additional,O
share,O
shall,O
be,O
issued,O
to,O
all,O
holders,O
of,O
a,O
fractional,O
share,O
.,O
,O
To,O
the,O
extent,O
any,O
holders,O
of,O
pre-reverse,O
split,O
shares,O
are,O
entitled,O
to,O
fractional,O
shares,O
as,O
a,O
result,O
of,O
the,O
Reverse,O
Stock,O
Split,O
",",O
the,O
Company,O
will,O
issue,O
an,O
additional,O
share,O
to,O
all,O
holders,O
of,O
fractional,O
shares,O
.,O
,O
STOCKHOLDERS,O
SHOULD,O
NOT,O
DESTROY,O
ANY,O
STOCK,O
CERTIFICATE,O
AND,O
SHOULD,O
NOT,O
SUBMIT,O
ANY,O
CERTIFICATES,O
WITHOUT,O
THE,O
LETTER,O
OF,O
TRANSMITTAL,O
.,O
,O
Below,O
is,O
a,O
brief,O
summary,O
of,O
the,O
reverse,O
stock,O
split,O
:,O
,O
This,O
action,O
has,O
been,O
approved,O
by,O
the,O
Board,O
and,O
the,O
written,O
consents,O
of,O
the,O
holders,O
of,O
the,O
majority,O
of,O
the,O
outstanding,O
voting,O
capital,O
stock,O
of,O
the,O
Company,O
.,O
,O
The,O
entire,O
cost,O
of,O
furnishing,O
this,O
Information,O
Statement,O
will,O
be,O
borne,O
by,O
the,O
Company,O
.,O
,O
The,O
Company,O
will,O
request,O
brokerage,O
houses,O
",",O
nominees,O
",",O
custodians,O
",",O
fiduciaries,O
and,O
other,O
like,O
parties,O
to,O
forward,O
this,O
Information,O
Statement,O
to,O
the,O
beneficial,O
owners,O
of,O
the,O
Common,O
Stock,O
held,O
of,O
record,O
by,O
them,O
and,O
will,O
reimburse,O
such,O
persons,O
for,O
their,O
reasonable,O
charges,O
and,O
expenses,O
in,O
connection,O
therewith,O
.,O
,O
The,O
Board,O
of,O
Directors,O
has,O
fixed,O
the,O
close,O
of,O
business,O
on,O
March,O
5,O
",",O
2010,O
",",O
as,O
the,O
record,O
date,O
(,O
the,O
“,O
Record,O
Date,O
”,O
),O
for,O
the,O
determination,O
of,O
Stockholders,O
who,O
are,O
entitled,O
to,O
receive,O
this,O
Information,O
Statement,O
.,O
,O
You,O
are,O
being,O
provided,O
with,O
this,O
Information,O
Statement,O
pursuant,O
to,O
Section,O
14C,O
of,O
the,O
Exchange,I-LEGISLATION/ACT
Act,I-LEGISLATION/ACT
and,O
Regulation,O
14C,O
and,O
Schedule,I-MISCELLANEOUS
14C,I-MISCELLANEOUS
thereunder,O
",",O
and,O
",",O
in,O
accordance,O
therewith,O
",",O
the,O
Name,O
Change,O
and,O
Reverse,O
Stock,O
Split,O
will,O
not,O
become,O
effective,O
until,O
at,O
least,O
20,O
calendar,O
days,O
after,O
the,O
mailing,O
of,O
this,O
Information,O
Statement,O
.,O
,O
This,O
Information,O
Statement,O
is,O
being,O
mailed,O
on,O
or,O
about,O
March,O
15,O
",",O
2010,O
to,O
all,O
Stockholders,O
of,O
record,O
as,O
of,O
the,O
Record,O
Date,O
.,O
,O
The,O
Board,O
of,O
Directors,O
has,O
determined,O
that,O
",",O
in,O
light,O
of,O
the,O
fact,O
that,O
the,O
acquisition,O
of,O
Monkey,I-BUSINESS
Rock,I-BUSINESS
USA,I-BUSINESS
",",I-BUSINESS
LLC,I-BUSINESS
has,O
caused,O
the,O
principal,O
business,O
of,O
our,O
company,O
to,O
consist,O
of,O
retail,O
leisure,O
company,O
based,O
in,O
the,O
motorcycle,O
industry,O
",",O
it,O
would,O
be,O
in,O
the,O
best,O
interests,O
of,O
the,O
Company,O
to,O
change,O
our,O
corporate,O
name,O
from,O
Comcam,I-BUSINESS
",",I-BUSINESS
Inc.,I-BUSINESS
to,O
Monkey,I-BUSINESS
Rock,I-BUSINESS
Group,I-BUSINESS
",",I-BUSINESS
Inc.,I-BUSINESS
.,O
,O
On,O
March,O
5,O
",",O
2010,O
",",O
the,O
Company,O
's,O
Board,O
of,O
Directors,O
and,O
persons,O
owning,O
a,O
majority,O
of,O
the,O
Company,O
’,O
s,O
voting,O
securities,O
approved,O
a,O
resolution,O
authorizing,O
