included O
within O
the O
systems O
for O
the O
central O
handling O
of O
securities O
established O
and O
maintained O
by O
such O
Corporations O
""",""" O
and O
upon O
payment O
to O
the O
Insured O
by O
the O
Underwriter O
on O
account O
of O
any O
loss O
( O
es O
) O
within O
the O
systems O
""",""" O
an O
assignment O
of O
such O
of O
the O
Insured O
s O
rights O
and O
causes O
of O
action O
as O
it O
may O
have O
against O
such O
Corporations O
or O
Exchanges O
shall O
to O
the O
extent O
of O
such O
payment O
""",""" O
be O
given O
by O
the O
Insured O
to O
the O
Underwriter O
""",""" O
and O
the O
Insured O
shall O
execute O
all O
papers O
necessary O
to O
secure O
to O
the O
Underwriter O
the O
rights O
provided O
for O
herein O
. O

ADDITIONAL O
COMPANIES O
INCLUDED O
AS O
INSURED O
If O
more O
than O
one O
corporation O
""",""" O
co-partnership O
or O
person O
or O
any O
combination O
of O
them O
be O
included O
as O
the O
Insured O
herein O
: O

NOTICE O
AND O
CHANGE O
OF O
CONTROL O
Upon O
the O
Insured O
s O
obtaining O
knowledge O
of O
a O
transfer O
of O
its O
outstanding O
voting O
securities O
which O
results O
in O
a O
change O
in O
control O
( O
as O
set O
forth O
in O
Section O
2 O
( O
a O
) O
( O
9 O
) O
of O
the O
Investment I-MISC
Company I-MISC
Act I-MISC
of I-MISC
1940 I-MISC
) O
of O
the O
Insured O
""",""" O
the O
Insured O
shall O
within O
thirty O
( O
30 O
) O
days O
of O
such O
knowledge O
give O
written O
notice O
to O
the O
Underwriter O
setting O
forth O
: O

As O
used O
in O
this O
section O
""",""" O
control O
means O
the O
power O
to O
exercise O
a O
controlling O
influence O
over O
the O
management O
or O
policies O
of O
the O
Insured O
. O

Failure O
to O
give O
the O
required O
notice O
shall O
result O
in O
termination O
of O
coverage O
of O
this O
bond O
""",""" O
effective O
upon O
the O
date O
of O
stock O
transfer O
for O
any O
loss O
in O
which O
any O
transferee O
is O
concerned O
or O
implicated O
. O

Such O
notice O
is O
not O
required O
to O
be O
given O
in O
the O
case O
of O
an O
Insured O
which O
is O
an O
Investment O
Company O
. O

CHANGE O
OR O
MODIFICATION O
This O
bond O
or O
any O
instrument O
amending O
or O
effecting O
same O
may O
not O
be O
changed O
or O
modified O
orally O
. O

No O
changes O
in O
or O
modification O
thereof O
shall O
be O
effective O
unless O
made O
by O
written O
endorsement O
issued O
to O
form O
a O
part O
hereof O
over O
the O
signature O
of O
the O
Underwriter O
s O
Authorized O
Representative O
. O

Investment O
Company O
no O
change O
or O
modification O
which O
would O
adversely O
affect O
the O
rights O
of O
the O
Investment O
Company O
shall O
be O
effective O
prior O
to O
60 O
days O
after O
written O
notification O
has O
been O
furnished O
to O
the O
Securities I-ORG
and I-ORG
Exchange I-ORG
Commission I-ORG
""",""" O
Washington I-LOC
""",""" I-LOC
D.C I-LOC
. I-LOC

by O
the O
Insured O
or O
by O
the O
Underwriter O
. O

If O
more O
than O
one O
Investment O
Company O
is O
named O
as O
the O
Insured O
herein O
""",""" O
the O
Underwriter O
shall O
give O
written O
notice O
to O
each O
Investment O
Company O
and O
to O
the O
Securities I-ORG
and I-ORG
Exchange I-ORG
Commission I-ORG
""",""" O
Washington I-LOC
""",""" I-LOC
D.C I-LOC
. I-LOC

not O
less O
than O
60 O
days O
prior O
to O
the O
effective O
date O
of O
any O
change O
or O
modification O
which O
would O
adversely O
affect O
the O
rights O
of O
such O
Investment O
Company O
. O

IN O
WITNESS O
WHEREOF O
""",""" O
the O
Underwriter O
has O
caused O
this O
bond O
to O
be O
executed O
on O
the O
Declarations O
Page O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

Wherever O
used O
in O
this O
endorsement O
: O
1 O
) O
Insurer O
means O
the O
insurance O
company O
which O
issued O
this O
policy O
; O
and O
2 O
) O
Insured O
means O
the O
Named O
Corporation O
""",""" O
Named O
Organization O
""",""" O
Named O
Sponsor O
""",""" O
Named O
Insured O
""",""" O
Named O
Entity O
or O
Insured O
stated O
in O
the O
declarations O
page O
; O
The O
policy O
is O
hereby O
amended O
as O
follows O
: O

This O
policy O
may O
be O
cancelled O
by O
the O
Insured O
by O
surrender O
of O
this O
policy O
to O
the O
Insurer O
or O
by O
giving O
written O
notice O
to O
the O
Insurer O
stating O
when O
thereafter O
such O
cancellation O
shall O
be O
effective O
. O

The O
Policy O
Period O
terminates O
at O
the O
date O
and O
hour O
specified O
in O
such O
notice O
""",""" O
or O
at O
the O
date O
and O
time O
of O
surrender O
. O

Notice O
of O
cancellation O
by O
the O
Insurer O
shall O
specify O
the O
grounds O
for O
cancellation O
. O

Notice O
required O
herein O
to O
be O
mailed O
by O
the O
Insurer O
shall O
be O
sent O
by O
registered O
""",""" O
certified O
or O
other O
first O
class O
mail O
. O

Delivery O
of O
written O
notice O
shall O
be O
equivalent O
to O
mailing O
. O

Proof O
of O
mailing O
of O
such O
notice O
as O
aforesaid O
shall O
be O
sufficient O
proof O
of O
notice O
. O

The O
Policy O
Period O
shall O
terminate O
at O
the O
effective O
date O
and O
hour O
of O
cancellation O
or O
nonrenewal O
specified O
in O
such O
notice O
. O

If O
this O
policy O
shall O
be O
cancelled O
by O
the O
Insurer O
""",""" O
the O
Insurer O
shall O
retain O
the O
pro O
rata O
proportion O
of O
the O
premium O
hereon O
. O

Payment O
or O
tender O
of O
any O
unearned O
premium O
by O
the O
Insurer O
shall O
not O
be O
a O
condition O
of O
cancellation O
""",""" O
but O
such O
payment O
shall O
be O
made O
as O
soon O
as O
practicable O
. O

ALL O
OTHER O
TERMS O
""",""" O
CONDITIONS O
AND O
EXCLUSIONS O
REMAIN O
UNCHANGED O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

It O
is O
agreed O
that O
: O

The O
Underwriter O
may O
terminate O
this O
bond O
as O
an O
entirety O
by O
furnishing O
written O
notice O
specifying O
the O
termination O
date O
which O
can O
not O
be O
prior O
to O
90 O
days O
after O
the O
receipt O
of O
such O
written O
notice O
by O
each O
Investment O
Company O
named O
as O
Insured O
and O
the O
Securities I-ORG
and I-ORG
Exchange I-ORG
Commission I-ORG
""",""" O
Washington I-LOC
""",""" I-LOC
D.C I-LOC
. I-LOC

The O
Insured O
may O
terminate O
this O
bond O
as O
an O
entirety O
by O
furnishing O
written O
notice O
to O
the O
Underwriter O
. O

When O
the O
Insured O
cancels O
""",""" O
the O
Insured O
shall O
furnish O
written O
notice O
to O
the O
Securities I-ORG
and I-ORG
Exchange I-ORG
Commission I-ORG
""",""" O
Washington I-LOC
""",""" I-LOC
D.C I-LOC
. I-LOC

prior O
to O
90 O
days O
before O
the O
effective O
date O
of O
the O
termination O
. O

The O
Underwriter O
shall O
notify O
all O
other O
Investment O
Companies O
named O
as O
Insured O
of O
the O
receipt O
of O
such O
termination O
notice O
and O
the O
termination O
can O
not O
be O
effective O
prior O
to O
90 O
days O
after O
receipt O
of O
written O
notice O
by O
all O
other O
Investment O
Companies O
. O

Premiums O
are O
earned O
until O
the O
termination O
date O
as O
set O
forth O
herein O
. O

This O
Bond O
will O
terminate O
as O
to O
any O
one O
Insured O
""",""" O
( O
other O
than O
a O
registered O
management O
investment O
company O
) O
""",""" O
immediately O
upon O
taking O
over O
of O
such O
Insured O
by O
a O
receiver O
or O
other O
liquidator O
or O
by O
State O
or O
Federal O
officials O
""",""" O
or O
immediately O
upon O
the O
filing O
of O
a O
petition O
under O
any O
State O
or O
Federal O
statute O
relative O
to O
bankruptcy O
or O
reorganization O
of O
the O
Insured O
""",""" O
or O
assignment O
for O
he O
benefit O
of O
creditors O
of O
the O
Insured O
""",""" O
or O
immediately O
upon O
such O
Insured O
ceasing O
to O
exist O
""",""" O
whether O
through O
merger O
into O
another O
entity O
""",""" O
or O
by O
disposition O
of O
all O
of O
its O
assets O
. O

This O
Bond O
will O
terminate O
as O
to O
any O
registered O
management O
investment O
company O
upon O
the O
expiration O
of O
90 O
days O
after O
written O
notice O
has O
been O
given O
to O
the O
Securities I-ORG
and I-ORG
Exchange I-ORG
Commission I-ORG
""",""" O
Washington I-LOC
""",""" I-LOC
D.C I-LOC
. I-LOC

The O
Underwriter O
shall O
refund O
the O
unearned O
premium O
computed O
at O
short O
rates O
in O
accordance O
with O
the O
standard O
short O
rate O
cancellation O
tables O
if O
terminated O
by O
the O
Insured O
or O
pro O
rata O
terminated O
for O
any O
other O
reason O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

It O
is O
agreed O
that O
: O

Discovery O
occurs O
when O
the O
Director O
of O
Risk O
Management O
at O
Metropolitan I-ORG
Series I-ORG
Fund I-ORG
""",""" I-ORG
Inc. I-ORG
which O
would O
cause O
a O
reasonable O
person O
to O
assume O
that O
a O
loss O
covered O
by O
the O
bond O
has O
been O
or O
will O
be O
incurred O
even O
though O
the O
exact O
amount O
or O
details O
of O
loss O
may O
not O
be O
then O
known O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

It O
is O
agreed O
that O
: O

T. I-ORG
Rowe I-ORG
Price I-ORG
Large I-ORG
Cap I-ORG
Growth I-ORG
T. B-ORG
Rowe I-ORG
Price I-ORG
Small I-ORG
Cap I-ORG
Growth I-ORG
Van B-ORG
Eck I-ORG
Global I-ORG
Natural I-ORG
Resources I-ORG
Western B-ORG
Asset I-ORG
Management I-ORG
Strategic I-ORG
Bond I-ORG
Opportunities I-ORG
Western B-ORG
Asset I-ORG
Management I-ORG
U.S. B-ORG
Government I-ORG
MetLife I-ORG
Aggressive I-ORG
Allocation I-ORG
* O
MetLife I-ORG
Conservative I-ORG
Allocation I-ORG
* O
MetLife I-ORG
Conservative I-ORG
To I-ORG
Moderate I-ORG
Allocation I-ORG
* O
MetLife I-ORG
Moderate I-ORG
Allocation I-ORG
* O
MetLife I-ORG
Moderate I-ORG
To I-ORG
Aggressive I-ORG
Allocation I-ORG
* O
Zenith I-ORG
Equity I-ORG
* O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

In O
consideration O
of O
the O
premium O
charged O
""",""" O
it O
is O
hereby O
understood O
and O
agreed O
that O
bond O
is O
hereby O
amended O
as O
follows O
: O

Telefacsimile O
Transfer O
Fraud O
Under O
the O
terms O
of O
the O
Telefacsimile O
Transfer O
Fraud O
Insuring O
Agreement O
""",""" O
the O
Insured O
must O
place O
a O
Verification O
call-back O
for O
each O
transfer O
in O
excess O
of O
$ O
"""50,000""" O
. O

any O
Computer O
System O
operated O
by O
the O
Insured O
""",""" O
whether O
owned O
or O
leased O
; O
or O
any O
Computer O
System O
identified O
in O
the O
application O
for O
this O
bond O
; O
or O
a O
Computer O
System O
first O
used O
by O
the O
Insured O
during O
the O
bond O
period O
; O
as O
provided O
by O
General O
Agreement O
B O
; O
provided O
the O
entry O
or O
change O
causes O
: O

In O
this O
Insuring O
Agreement O
""",""" O
fraudulent O
entry O
or O
change O
shall O
include O
such O
entry O
or O
change O
made O
by O
an O
Employee O
of O
the O
Insured O
acting O
in O
good O
faith O
: O

and O
for O
which O
loss O
the O
Insured O
is O
legally O
liable O
to O
the O
Client O
as O
a O
provider O
of O
data O
processing O
services O
for O
such O
Client O
. O

In O
this O
Insuring O
Agreement O
""",""" O
fraudulent O
entry O
or O
change O
shall O
include O
such O
entry O
or O
change O
made O
by O
an O
Employee O
of O
the O
Insured O
acting O
in O
good O
faith O
: O

In O
this O
Insuring O
Agreement O
""",""" O
Client O
means O
an O
entity O
for O
which O
the O
Insured O
serves O
as O
data O
processor O
under O
the O
terms O
of O
a O
written O
agreement O
. O

and O
was O
received O
by O
an O
Employee O
of O
the O
Insured O
specifically O
designated O
to O
receive O
and O
act O
upon O
such O
instructions O
""",""" O
but O
the O
voice O
instruction O
was O
not O
from O
a O
person O
described O
in O
( O
1 O
) O
""",""" O
( O
2 O
) O
or O
( O
3 O
) O
above O
""",""" O
provided O
that O
: O

As O
used O
in O
this O
Insuring O
Agreement O
""",""" O
Customer O
means O
an O
entity O
or O
individual O
which O
has O
a O
written O
agreement O
with O
the O
Insured O
authorizing O
the O
Insured O
to O
rely O
on O
voice O
instructions O
to O
initiate O
transfers O
and O
has O
provided O
the O
Insured O
with O
the O
names O
of O
persons O
authorized O
to O
initiate O
such O
transfers O
""",""" O
and O
with O
which O
the O
Insured O
has O
established O
an O
instruction O
verification O
mechanism O
. O

provided O
that O
""",""" O
if O
the O
transfer O
was O
in O
excess O
of O
the O
amount O
shown O
on O
the O
Declarations O
as O
the O
verification O
call-back O
amount O
for O
this O
Insuring O
Agreement O
""",""" O
the O
instructions O
was O
verified O
by O
a O
call-back O
according O
to O
a O
prearranged O
procedure O
. O

As O
used O
in O
this O
Insuring O
Agreement O
""",""" O
Customer O
means O
an O
entity O
or O
individual O
which O
has O
a O
written O
agreement O
with O
the O
Insured O
authorizing O
the O
Insured O
to O
rely O
on O
Telefacsimile O
Device O
instructions O
to O
initiate O
transfers O
and O
has O
provided O
the O
Insured O
with O
the O
names O
of O
persons O
authorized O
to O
initiate O
such O
transfers O
""",""" O
and O
with O
which O
the O
Insured O
has O
established O
an O
instruction O
verification O
mechanism O
. O

The O
liability O
of O
the O
Company O
shall O
be O
limited O
to O
the O
cost O
of O
duplication O
of O
such O
Electronic O
Data O
or O
Computer O
Programs O
from O
other O
Electronic O
Data O
or O
Computer O
Programs O
which O
shall O
have O
been O
furnished O
by O
the O
Insured O
. O

In O
the O
event O
""",""" O
however O
""",""" O
that O
destroyed O
or O
damaged O
Computer O
Programs O
can O
not O
be O
duplicated O
from O
other O
Computer O
Programs O
""",""" O
the O
Company O
will O
pay O
the O
cost O
incurred O
for O
computer O
time O
""",""" O
computer O
programmers O
""",""" O
consultants O
or O
other O
technical O
specialists O
as O
is O
reasonable O
necessary O
to O
restore O
the O
Computer O
Programs O
to O
substantially O
the O
previous O
level O
of O
operational O
capability O
. O

The O
liability O
of O
the O
Company O
shall O
be O
limited O
to O
the O
cost O
of O
duplication O
of O
such O
Electronic O
Data O
or O
Computer O
Programs O
from O
other O
Electronic O
Data O
or O
Computer O
Programs O
which O
shall O
have O
been O
furnished O
by O
the O
Insured O
. O

In O
the O
event O
""",""" O
however O
""",""" O
that O
destroyed O
or O
damaged O
Computer O
Programs O
can O
not O
be O
duplicated O
from O
other O
Computer O
Programs O
""",""" O
the O
Company O
will O
pay O
the O
cost O
incurred O
for O
computer O
time O
""",""" O
computer O
programmers O
""",""" O
consultants O
or O
other O
technical O
specialists O
as O
is O
reasonably O
necessary O
to O
restore O
the O
Computer O
Programs O
to O
substantially O
the O
previous O
level O
of O
operational O
capability O
. O

Special O
Condition O
: O
Under O
this O
Insuring O
Agreement O
""",""" O
Single O
Loss O
means O
all O
covered O
costs O
incurred O
by O
the O
Insured O
between O
the O
time O
destruction O
or O
damage O
is O
discovered O
and O
the O
time O
the O
Computer O
System O
is O
restored O
to O
substantially O
the O
previous O
level O
of O
operational O
capability O
. O

Recurrence O
of O
destruction O
or O
damage O
after O
the O
Computer O
System O
is O
restored O
shall O
constitute O
a O
separate O
Single O
Loss O
. O

Special O
Condition O
: O
Under O
this O
Insuring O
Agreement O
""",""" O
Single O
Loss O
means O
loss O
resulting O
from O
toll O
call O
charges O
made O
only O
on O
telephone O
lines O
directly O
controlled O
by O
one O
Voice O
Computer O
System O
and O
only O
toll O
call O
charges O
occurring O
for O
a O
period O
of O
not O
more O
than O
30 O
days O
inclusive O
of O
the O
date O
on O
which O
the O
first O
such O
toll O
call O
charge O
was O
made O
. O

If O
the O
Insured O
shall O
""",""" O
while O
this O
bond O
is O
in O
force O
""",""" O
consolidate O
or O
merge O
with O
""",""" O
or O
purchase O
or O
acquire O
assets O
or O
liabilities O
or O
computer O
systems O
of O
""",""" O
another O
institution O
""",""" O
the O
Insured O
shall O
not O
have O
such O
coverage O
as O
is O
afforded O
under O
this O
bond O
for O
loss O
which O
: O

by O
which O
Electronic O
Data O
are O
electronically O
collected O
""",""" O
transmitted O
""",""" O
processed O
""",""" O
stored O
and O
retrieved O
; O

unless O
the O
instructions O
or O
advices O
are O
Tested O
and O
the O
loss O
is O
covered O
under O
the O
COMPUTER I-MISC
SYSTEMS I-MISC
FRAUD I-MISC
or I-MISC
DATA I-MISC
PROCESSING I-MISC
SERVICE I-MISC
OPERATIONS I-MISC
Insuring O
Agreements O
; O

ALL O
OTHER O
TERMS O
""",""" O
CONDITIONS O
AND O
EXCLUSIONS O
REMAIN O
UNCHANGED O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

In O
consideration O
of O
the O
premium O
charged O
""",""" O
it O
is O
hereby O
understood O
and O
agreed O
as O
follows O
: O

c-claim O
@ O
chartisinsurance.com O
Your O
email O
must O
reference O
the O
policy O
number O
for O
this O
policy O
. O

The O
date O
of O
the O
Insurer O
s O
receipt O
of O
the O
emailed O
notice O
shall O
constitute O
the O
date O
of O
notice O
. O

In O
addition O
to O
Notice O
of O
Claim O
Reporting O
via O
email O
""",""" O
notice O
may O
also O
be O
given O
to O
the O
Insurer O
by O
mailing O
such O
notice O
to O
: O
Chartis I-ORG
""",""" O
Financil O
Lines O
Claims O
""",""" O
P.O O
. O

Box O
25947 O
""",""" O
Shawnee I-LOC
Mission I-LOC
""",""" O
KS I-LOC
66235 O
or O
faxing O
such O
notice O
to O
( O
866 O
) O
227-1750 O
. O

ALL O
OTHER O
TERMS O
""",""" O
CONDITIONS O
AND O
EXCLUSIONS O
REMAIN O
UNCHANGED O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

It O
is O
agreed O
that O
: O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

In O
consideration O
of O
the O
premium O
charged O
""",""" O
it O
is O
hereby O
understood O
and O
agreed O
that O
the O
bond O
is O
amended O
by O
adding O
Insuring O
Agreement O
( O
) O
to O
the O
bond O
as O
follows O
: O

Solely O
for O
the O
purpose O
of O
the O
coverage O
afforded O
by O
this O
rider O
""",""" O
Section O
2 O
. O

EXCLUSIONS O
""",""" O
paragraph O
( O
k O
) O
is O
hereby O
deleted O
in O
its O
entirety O
. O

ALL O
OTHER O
TERMS O
""",""" O
CONDITIONS O
AND O
EXCLUSIONS O
REMAIN O
UNCHANGED O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

It O
is O
agreed O
that O
: O

Notwithstanding O
the O
foregoing O
""",""" O
if O
the O
Insured O
shall O
""",""" O
while O
this O
bond O
is O
in O
force O
""",""" O
consolidate O
or O
merge O
with O
""",""" O
or O
purchase O
or O
acquire O
assets O
or O
liabilities O
of O
""",""" O
another O
institution O
""",""" O
the O
Insured O
shall O
automatically O
have O
such O
coverage O
as O
is O
afforded O
under O
this O
bond O
for O
loss O
without O
an O
additional O
premium O
charge O
for O
the O
remainder O
of O
the O
current O
bond O
period O
provided O
that O
: O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

It O
is O
agreed O
that O
: O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

Wherever O
used O
herein O
: O
( O
1 O
) O
Policy O
means O
the O
policy O
or O
bond O
to O
which O
this O
endorsement O
or O
rider O
is O
made O
part O
of O
; O
( O
2 O
) O
Insurer O
means O
the O
Insurer O
""",""" O
Underwriter O
""",""" O
Company O
or O
other O
name O
specifically O
ascribed O
in O
this O
Policy O
as O
the O
insurance O
company O
or O
underwriter O
for O
this O
Policy O
; O
( O
3 O
) O
Company O
means O
the O
Named O
Entity O
""",""" O
Named O
Corporation O
""",""" O
Named O
Organization O
""",""" O
Named O
Sponsor O
""",""" O
Named O
Insured O
""",""" O
First O
Named O
Insured O
""",""" O
Insured O
s O
Representative O
""",""" O
Policyholder O
or O
equivalent O
term O
stated O
in O
Item O
1 O
of O
the O
Declarations O
; O
and O
( O
4 O
) O
Period O
means O
the O
Policy O
Period O
""",""" O
Bond O
Period O
or O
equivalent O
term O
stated O
in O
the O
Declarations O
. O

In O
consideration O
of O
the O
premium O
charged O
""",""" O
it O
is O
hereby O
understood O
and O
agreed O
that O
notwithstanding O
anything O
to O
the O
contrary O
in O
any O
CANCELLATION O
or O
TERMINATION O
clause O
of O
this O
Policy O
( O
and O
any O
endorsement O
or O
rider O
amending O
such O
cancellation O
or O
termination O
clause O
""",""" O
including O
but O
not O
limited O
to O
any O
state O
cancellation/non-renewal O
amendatory O
attached O
to O
this O
policy O
) O
""",""" O
if O
this O
Policy O
shall O
be O
canceled O
by O
the O
Company O
""",""" O
the O
Insurer O
shall O
return O
to O
the O
Company O
the O
unearned O
pro O
rata O
proportion O
of O
the O
premium O
as O
of O
the O
effective O
date O
of O
cancellation O
. O

ALL O
OTHER O
TERMS O
""",""" O
CONDITIONS O
AND O
EXCLUSIONS O
REMAIN O
UNCHANGED O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

In O
consideration O
of O
the O
turn O
premium O
charged O
""",""" O
it O
is O
hereby O
understood O
and O
agreed O
that O
INSURING O
AGREEMENT O
( O
A O
) O
FIDELITY O
of O
this O
bond O
is O
deleted O
in O
its O
entirety O
and O
replaced O
with O
the O
following O
: O

Loss O
resulting O
from O
any O
dishonest O
or O
fraudulent O
act O
( O
s O
) O
""",""" O
including O
Larceny O
or O
Embezzlement O
committed O
by O
an O
Employee O
""",""" O
committed O
anywhere O
and O
whether O
committed O
alone O
or O
in O
collusion O
with O
others O
""",""" O
including O
loss O
of O
Property O
resulting O
from O
such O
acts O
of O
an O
Employee O
""",""" O
which O
Property O
is O
held O
by O
the O
Insured O
for O
any O
purpose O
or O
in O
any O
capacity O
and O
whether O
so O
held O
gratuitously O
or O
not O
and O
whether O
or O
not O
the O
Insured O
is O
liable O
therefor O
. O

Dishonest O
or O
fraudulent O
act O
( O
s O
) O
as O
used O
in O
this O
Insuring O
Agreement O
shall O
mean O
only O
dishonest O
or O
fraudulent O
act O
( O
s O
) O
committed O
by O
such O
Employee O
with O
the O
manifest O
intent O
: O

Nothing O
herein O
shall O
be O
held O
to O
vary O
""",""" O
alter O
""",""" O
waive O
or O
extend O
any O
of O
the O
terms O
""",""" O
limitations O
""",""" O
conditions O
or O
provisions O
of O
the O
attached O
bond O
other O
than O
as O
above O
stated O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

Payment O
of O
loss O
under O
this O
policy O
shall O
only O
be O
made O
in O
full O
compliance O
with O
all O
United I-LOC
States I-LOC
of I-LOC
America I-LOC
economic O
or O
trade O
sanction O
laws O
or O
regulations O
""",""" O
including O
""",""" O
but O
not O
limited O
to O
""",""" O
sanctions O
""",""" O
laws O
and O
regulations O
administered O
and O
enforced O
by O
the O
U.S. I-ORG
Treasury I-ORG
Department I-ORG
s I-ORG
Office I-ORG
of I-ORG
Foreign I-ORG
Assets I-ORG
Control I-ORG
( O
OFAC I-ORG
) O
. O

This O
endorsement O
""",""" O
effective O
12:01 O
A.M. O
December O
15 O
""",""" O
2010 O
forms O
a O
part O
of O
policy O
number O
01-412-81-42 O
issued O
to O
METROPOLITAN I-ORG
SERIES I-ORG
FUND I-ORG
INC. I-ORG
. O

The O
contents O
of O
the O
Policy O
is O
comprised O
of O
the O
following O
forms O
: O

ALL O
OTHER O
TERMS O
""",""" O
CONDITIONS O
AND O
EXCLUSIONS O
REMAIN O
UNCHANGED O
. O

The O
undersigned O
""",""" O
Assistant O
Secretary O
of O
the O
Metropolitan I-ORG
Series I-ORG
Fund I-ORG
""",""" I-ORG
Inc. I-ORG
( O
the O
Fund O
) O
""",""" O
hereby O
certifies O
that O
the O
following O
is O
a O
true O
copy O
of O
the O
form O
of O
resolution O
adopted O
by O
the O
Board O
of O
Directors O
of O
the O
Fund O
at O
the O
Board O
of O
Directors O
Meeting O
held O
November O
16 O
and O
17 O
""",""" O
2010 O
: O

IN O
WITNESS O
HEREOF O
""",""" O
I O
hereunto O
set O
my O
hand O
as O
of O
this O
7th O
day O
of O
April O
""",""" O
2011 O
. O

-DOCSTART- O

424 O
( O
b O
) O
( O
3 O
) O
Filed O
Pursuant O
to O
Rule O
424 O
( O
b O
) O
( O
3 O
) O
and O
Rule O
424 O
( O
c O
) O
Registration O
No. O
. O

333-149116 O
June O
8 O
""",""" O
2011 O
This O
prospectus O
supplement O
amends O
the O
prospectus O
dated O
March O
16 O
""",""" O
2009 O
( O
as O
supplemented O
on O
April O
15 O
""",""" O
2009 O
""",""" O
April O
17 O
""",""" O
2009 O
""",""" O
April O
22 O
""",""" O
2009 O
""",""" O
April O
27 O
""",""" O
2009 O
""",""" O
May O
4 O
""",""" O
2009 O
""",""" O
May O
11 O
""",""" O
2009 O
""",""" O
May O
27 O
""",""" O
2009 O
""",""" O
June O
4 O
""",""" O
2009 O
""",""" O
June O
8 O
""",""" O
2009 O
""",""" O
June O
9 O
""",""" O
2009 O
""",""" O
June O
11 O
""",""" O
2009 O
""",""" O
June O
15 O
""",""" O
2009 O
""",""" O
July O
7 O
""",""" O
2009 O
""",""" O
July O
15 O
""",""" O
2009 O
""",""" O
August O
3 O
""",""" O
2009 O
""",""" O
August O
5 O
""",""" O
2009 O
""",""" O
September O
11 O
""",""" O
2009 O
